Rule ID,CORE-ID,IG Version,ADaM Structure Group,Description,Rule Category,Status Rule,Assigned To,PR Link,Notes
AD0457,,"1.2, 1.3",BDS; OCCDS,"On a given record, TRTAN is populated and TRTA is not populated",,,,,
AD0458,,"1.2, 1.3",BDS; OCCDS,"On a given record, TRTP is populated and TRTPN is not populated",,,,,
AD0459,,"1.2, 1.3",BDS; OCCDS,"On a given record, TRTPN is populated and TRTP is not populated",,,,,
AD0460,,"1.2, 1.3",BDS; OCCDS,"On a given record, TSEQPGy is populated and TSEQPGyN is not populated",,,,,
AD0461,,"1.2, 1.3",BDS; OCCDS,"On a given record, TSEQPGyN is populated and TSEQPGy is not populated",,,,,
AD0462,,"1.2, 1.3",BDS; OCCDS,"On a given record, TSEQAGy is populated and TSEQAGyN is not populated",,,,,
AD0463,,"1.2, 1.3",BDS; OCCDS,"On a given record, TSEQAGyN is populated and TSEQAGy is not populated",,,,,
AD0464,,"1.2, 1.3",ADSL,"On a given record, TRCMPGy is populated and TRCMPGyN is not populated",,,,,
AD0465,,"1.2, 1.3",ADSL,"On a given record, TRCMPGyN is populated and TRCMPGy is not populated",,,,,
AD0466,,"1.2, 1.3",ADSL,"On a given record, STRATAR is populated and STRATARN is not populated",,,,,
AD0467,,"1.2, 1.3",ADSL,"On a given record, STRATARN is populated and STRATAR is not populated",,,,,
AD0468,,"1.2, 1.3",ADSL,"There is more than one value of STRATAR for a given value of STRATARN, considering only those rows on which both variables are populated",,,,,
AD0469,,"1.2, 1.3",ADSL,"There is more than one value of STRATARN for a given value of STRATAR, considering only those rows on which both variables are populated",,,,,
AD0470,,"1.2, 1.3",ADSL,"On a given record, STRATwR is populated and STRATwRN is not populated",,,,,
AD0471,,"1.2, 1.3",ADSL,"On a given record, STRATwRN is populated and STRATwR is not populated",,,,,
AD0472,,"1.2, 1.3",ADSL,"There is more than one value of STRATwR for a given value of STRATwRN, considering only those rows on which both variables are populated",,,,,
AD0473,,"1.2, 1.3",ADSL,"There is more than one value of STRATwRN for a given value of STRATwR, considering only those rows on which both variables are populated",,,,,
AD0474,,"1.2, 1.3",ADSL,"On a given record, STRATAV is populated and STRATAVN is not populated",,,,,
AD0475,,"1.2, 1.3",ADSL,"On a given record, STRATAVN is populated and STRATAV is not populated",,,,,
AD0476,,"1.2, 1.3",ADSL,"There is more than one value of STRATAV for a given value of STRATAVN, considering only those rows on which both variables are populated",,,,,
AD0477,,"1.2, 1.3",ADSL,"There is more than one value of STRATAVN for a given value of STRATAV, considering only those rows on which both variables are populated",,,,,
AD0478,,"1.2, 1.3",ADSL,"On a given record, STRATwV is populated and STRATwVN is not populated",,,,,
AD0479,,"1.2, 1.3",ADSL,"On a given record, STRATwVN is populated and STRATwV is not populated",,,,,
AD0480,,"1.2, 1.3",ADSL,"There is more than one value of STRATwV for a given value of STRATwVN, considering only those rows on which both variables are populated",,,,,
AD0481,,"1.2, 1.3",ADSL,"There is more than one value of STRATwVN for a given value of STRATwV, considering only those rows on which both variables are populated",,,,,
AD0482,,"1.2, 1.3",BDS,"On a given record, BCHGCATy is populated and BCHGCAyN is not populated",,,,,
AD0483,,"1.2, 1.3",BDS,"On a given record, BCHGCAyN is populated and BCHGCATy is not populated",,,,,
AD0484,,"1.2, 1.3",BDS,"On a given record, PBCHGCAy is populated and PBCHGCyN is not populated",,,,,
AD0485,,"1.2, 1.3",BDS,"On a given record, PBCHGCyN is populated and PBCHGCAy is not populated",,,,,
AD0486,,"1.2, 1.3",BDS; OCCDS,"On a given record, CRITyFL is populated and CRITyFN is not populated",,,,,
AD0487,,"1.2, 1.3",BDS; OCCDS,"On a given record, CRITyFN is populated and CRITyFL is not populated",,,,,
AD0488,,"1.2, 1.3",BDS; OCCDS,"On a given record, ONTRTFL is populated and ONTRTFN is not populated",,,,,
AD0489,,"1.2, 1.3",BDS; OCCDS,"On a given record, ONTRTFN is populated and ONTRTFL is not populated",,,,,
AD0490,,"1.2, 1.3",BDS; OCCDS,"On a given record, LVOTFL is populated and LVOTFN is not populated",,,,,
AD0491,,"1.2, 1.3",BDS; OCCDS,"On a given record, LVOTFN is populated and LVOTFL is not populated",,,,,
AD0492,,"1.2, 1.3",BDS,"SHIFTy is present and all of the following variable pairs (BASECATy, AVALCATy), (BNRIND, ANRIND), (ByIND, AyIND), (BTOXGR, ATOXGR), (BTOXGRL, ATOXGRL), (BTOXGRH, ATOXGRH), (BASE, AVAL) and (BASEC, AVALC) are not present.",,,,,
AD0493,,"1.2, 1.3",BDS,"ANLzzFL is equal to ""N"" where zz is a zero-padded two-digit integer [01-99]",,,,,
AD0494,,"1.2, 1.3",BDS,"ABLFL is equal to ""N""",,,,,
AD0496,,"1.0, 1.1, 1.2, 1.3",ALL,"A dataset name does not start with ""AD"" when dataset class is not missing",,,,,
AD0497,,"1.1, 1.2, 1.3",ALL,"A dataset name starts with ""AD"" when the dataset class is missing",,,,,
AD0498,,"1.2, 1.3",BDS; OCCDS; BDS:ADSL; OCCDS:ADSL,"For every unique w value of ASPER and xx value of APERIOD in BDS or OCCDS datasets, there is not a variable PxxSw",,,,,
AD0499,,"1.2, 1.3",BDS; OCCDS,ASPER is present and APERIOD is not present,,,,,
AD0500,,"1.2, 1.3",ADSL:BDS,There is a value of APHASE without a matching value in an ADSL variable APHASEw,,,,,
AD0501,,"1.2, 1.3",BDS; OCCDS,"On a given record, ASPER is populated and APERIOD is not populated",,,,,
AD0503,,"1.1, 1.2, 1.3",ALL,"A variable ending in DT must contain ""Date"" in the label",,,,,
AD0504,,"1.1, 1.2, 1.3",ALL,"A variable ending in TM must contain ""Time"" in the label",,,,,
AD0505,,"1.1, 1.2, 1.3",ALL,"A variable ending in DTM must contain ""Datetime"" in the label",,,,,
AD0506,,"1.1, 1.2, 1.3",ALL,"A variable ending in ADY must contain ""Relative Day"" in the label",,,,,
AD0507,,"1.1, 1.2, 1.3",ALL,"A variable ending in DTF must contain ""Date Imputation Flag"" in the label",,,,,
AD0508,,"1.1, 1.2, 1.3",ALL,"A variable ending in TMF must contain ""Time Imputation Flag"" in the label",,,,,
AD0509,,"1.1, 1.2, 1.3",ALL,"A variable ending in SDT must contain ""Start Date"" in the label",,,,,
AD0510,,"1.1, 1.2, 1.3",ALL,"A variable ending in STM must contain ""Start Time"" in the label",,,,,
AD0511,,"1.1, 1.2, 1.3",ALL,"A variable ending in SDTM must contain ""Start Datetime"" in the label",,,,,
AD0512,,"1.1, 1.2, 1.3",ALL,"A variable ending in SDY must contain ""Relative Start Day"" in the label",,,,,
AD0513,,"1.1, 1.2, 1.3",ALL,"A variable ending in SDTF must contain ""Start Date Imputation Flag"" in the label",,,,,
AD0514,,"1.1, 1.2, 1.3",ALL,"A variable ending in STMF must contain ""Start Time Imputation Flag"" in the label",,,,,
AD0515,,"1.1, 1.2, 1.3",ALL,"A variable ending in EDT must contain ""End Date"" in the label",,,,,
AD0516,,"1.1, 1.2, 1.3",ALL,"A variable ending in ETM must contain ""End Time"" in the label",,,,,
AD0517,,"1.1, 1.2, 1.3",ALL,"A variable ending in EDTM must contain ""End Datetime"" in the label",,,,,
AD0518,,"1.1, 1.2, 1.3",ALL,"A variable ending in EDY must contain ""Relative End Day"" in the label",,,,,
AD0519,,"1.1, 1.2, 1.3",ALL,"A variable ending in EDTF must contain ""End Date Imputation Flag"" in the label",,,,,
AD0520,,"1.1, 1.2, 1.3",ALL,"A variable ending in ETMF must contain ""End Time Imputation Flag"" in the label",,,,,
AD0521,,"1.1, 1.2, 1.3",ALL,A variable which has a suffix of GRyN is present and a variable with the same root name and suffix of GRy is not present.,,,,,
AD0522,,"1.1, 1.2, 1.3",BDS,BTOXGRN is present and BTOXGR is not present.,,,,,
AD0523,,"1.1, 1.2, 1.3",BDS,ATOXGRLN is present and ATOXGRL is not present,,,,,
AD0524,,"1.1, 1.2, 1.3",BDS,ATOXGRHN is present and ATOXGRH is not present,,,,,
AD0525,,"1.1, 1.2, 1.3",BDS,ABLFN is present and ABLFL is not present.,,,,,
AD0526,,"1.1, 1.2, 1.3",BDS; OCCDS,ANLzzFN is present and ANLzzFL is not present.,,,,,
AD0527,,"1.1, 1.2, 1.3",ADSL,TRTSEQPN is present and TRTSEQP is not present.,,,,,
AD0528,,"1.1, 1.2, 1.3",ADSL,TRTSEQAN is present and TRTSEQA is not present.,,,,,
AD0529,,"1.1, 1.2, 1.3",OCCDS,AESEVN is present and AESEV is not present,,,,,
AD0530,,"1.1, 1.2, 1.3",OCCDS,ASEVN is present and ASEV is not present,,,,,
